Time,Temp,RH,Pressure,Gas,Lat,Lon,RSSI,Flag,Reset,Heap1,Heap2,CPU_Temp,Td,J11
01:30:09,1.45,74.61,1008.44,43912,51.78725,-4.00264,-44,0,POWERON,202148,177408,54.4,-2.5622149787122064,0.9667268271336118
01:35:56,1.44,74.59,1008.47,43958,51.787333,-4.002721,-42,0,POWERON,202148,177408,55.0,-2.575492800183754,1.3277821471547646
01:40:56,1.43,74.6,1008.5,43820,51.787255,-4.002582,-43,0,POWERON,202148,177408,55.6,-2.5833545701932548,0.7861770009500717
01:45:56,1.42,74.61,1008.52,44191,51.78724,-4.002696,-43,0,POWERON,202148,177408,55.0,-2.591216864908402,0.7862294715147204
01:50:56,1.4,74.59,1008.56,44284,51.787223,-4.002851,-43,0,POWERON,202148,177408,55.0,-2.614160875686398,1.1472005388998052
01:55:56,1.39,74.6,1008.63,44051,51.787293,-4.002616,-42,0,POWERON,202148,177408,55.0,-2.622023293744937,0.7862418058538705
02:00:56,1.38,74.63,1008.7,44191,51.787032,-4.002713,-43,0,POWERON,202148,177408,55.0,-2.6262783343763125,0.42550406313757133
02:05:56,1.37,74.62,1008.78,44568,51.787179,-4.002575,-42,0,POWERON,202148,177408,55.0,-2.6377497035186614,1.1471369142349164
02:10:56,1.36,74.62,1008.85,44378,51.787082,-4.002512,-43,0,POWERON,202148,177408,55.6,-2.6474172422413482,0.9667538722686766
02:15:56,1.35,74.62,1008.89,44520,51.787156,-4.002638,-43,0,POWERON,202148,177408,55.0,-2.657084794522077,0.9667552280728566
02:20:56,1.35,74.63,1008.9,44426,51.7871,-4.002605,-42,0,POWERON,202148,177408,55.0,-2.6552813956266417,inf
02:25:56,1.34,74.66,1008.93,44426,51.787225,-4.002419,-43,0,POWERON,202148,177408,55.0,-2.659540641624086,0.42592459974444236
02:30:56,1.34,74.66,1008.93,44426,51.787169,-4.002437,-43,0,POWERON,202100,177408,55.0,-2.659540641624086,
02:36:44,1.34,74.67,1008.96,44331,51.787193,-4.002661,-43,0,POWERON,202140,177408,55.0,-2.6577382465295782,inf
02:41:44,1.34,74.66,1008.97,44284,51.787183,-4.002681,-43,0,POWERON,202140,177408,55.0,-2.659540641624086,-inf
02:46:44,1.35,74.65,1008.96,44426,51.787533,-4.002794,-43,0,POWERON,202140,177408,55.0,-2.6516752396639536,0.7865401960132516
02:51:44,1.35,74.67,1008.95,44284,51.787206,-4.002774,-44,0,POWERON,202140,177408,55.0,-2.648069939110571,inf
02:56:44,1.36,74.67,1008.97,44331,51.787381,-4.002673,-39,0,POWERON,202140,177408,55.0,-2.6384016452201693,0.9668293890401793
03:01:44,1.36,74.68,1008.99,44284,51.787233,-4.002606,-42,0,POWERON,202140,177408,55.0,-2.636599167313864,inf
03:06:44,1.37,74.67,1009.0,44284,51.78718,-4.00259,-42,0,POWERON,202140,177408,55.0,-2.6287333648583453,0.7865802455518704
03:11:44,1.37,74.68,1009.01,44237,51.787218,-4.002688,-44,0,POWERON,202140,177408,55.0,-2.6269307386735705,inf
03:16:44,1.38,74.69,1009.02,44237,51.78722,-4.002804,-43,0,POWERON,202140,177408,55.0,-2.6154597628258665,1.1470975847704312
03:21:44,1.38,74.71,1009.02,44331,51.787234,-4.002579,-45,0,POWERON,202140,177408,55.0,-2.6118552823662933,inf
03:26:44,1.38,74.71,1009.0,44426,51.78719,-4.002743,-45,0,POWERON,202140,177408,55.0,-2.6118552823662933,
03:32:32,1.39,74.72,1008.99,44144,51.787138,-4.002681,-44,0,POWERON,202144,177408,55.0,-2.6003843679369125,1.147091442938074
03:37:32,1.39,74.71,1009.0,43958,51.787136,-4.002589,-43,0,POWERON,202144,177408,55.0,-2.602186435999183,-inf
03:42:32,1.39,74.72,1009.0,44097,51.787227,-4.002699,-43,0,POWERON,202144,177408,55.0,-2.6003843679369125,inf
03:47:32,1.4,74.73,1009.01,44426,51.787191,-4.002606,-44,0,POWERON,202144,177408,55.0,-2.5889133841070757,1.147098382983679
03:52:32,1.4,74.71,1009.04,44097,51.78722,-4.002663,-42,0,POWERON,202144,177408,55.6,-2.592517603137002,-inf
03:57:32,1.39,74.72,1009.05,44331,51.787291,-4.002669,-43,0,POWERON,202144,177408,55.0,-2.6003843679369125,0.7866764799910435
04:02:32,1.39,74.74,1009.07,44284,51.787248,-4.002714,-43,0,POWERON,202144,177408,55.6,-2.5967808723751724,inf
04:07:32,1.39,74.72,1009.11,44378,51.787212,-4.002656,-44,0,POWERON,202144,177408,55.0,-2.6003843679369125,-inf
04:12:32,1.38,74.73,1009.12,44331,51.78741,-4.002771,-44,0,POWERON,202144,177408,55.0,-2.608251656213281,0.7867288276368616
04:17:32,1.37,74.73,1009.15,44378,51.787206,-4.002636,-44,0,POWERON,202144,177408,55.6,-2.6179208125061413,0.9669156292860344
04:22:32,1.37,74.74,1009.19,44520,51.787288,-4.002981,-43,0,POWERON,202144,177408,55.6,-2.6161194678451145,inf
04:27:32,1.35,74.75,1009.22,44473,51.787212,-4.002578,-45,0,POWERON,202144,177408,55.0,-2.633657282322295,0.8768907238590132
04:33:19,1.34,74.75,1009.24,44473,51.787147,-4.002557,-44,0,POWERON,202104,177408,54.4,-2.6433267754146335,0.9669493092338657
04:38:19,1.33,74.75,1009.29,44097,51.787238,-4.002637,-44,0,POWERON,202144,177408,55.6,-2.6529962819884894,0.9669506573855893
04:43:19,1.32,74.75,1009.33,44284,51.787147,-4.002645,-44,0,POWERON,202144,177408,55.6,-2.6626658020438905,0.9669520055401106
04:48:19,1.3,74.76,1009.39,44284,51.787223,-4.002721,-44,0,POWERON,202144,177408,55.0,-2.6802050015859433,0.8769599771026418
04:53:19,1.28,74.75,1009.45,44615,51.787447,-4.00279,-43,0,POWERON,202144,177408,55.6,-2.70134401708152,1.05695077477883
04:58:19,1.27,74.75,1009.52,44520,51.787157,-4.002528,-44,0,POWERON,202144,177408,55.6,-2.711013604545074,0.9669587463553944
05:03:19,1.25,74.75,1009.56,44378,51.787367,-4.003018,-43,0,POWERON,202144,177408,54.4,-2.730352819917354,0.9669607686139994
05:08:19,1.24,74.75,1009.63,44759,51.7872,-4.002448,-45,0,POWERON,202144,177408,55.0,-2.7400224478261364,0.9669627908782443
05:13:19,1.22,74.71,1009.7,44520,51.78728,-4.002809,-43,0,POWERON,202144,177408,55.6,-2.7665586609336583,1.3268106553760972
05:18:19,1.2,74.73,1009.76,45097,51.78727,-4.002665,-44,0,POWERON,202144,177408,55.0,-2.7822985339687523,0.7869936517546965
05:23:19,1.18,74.71,1009.81,45000,51.787238,-4.002644,-44,0,POWERON,202144,177408,55.0,-2.80523504578742,1.1468255909333747
05:28:19,1.16,74.71,1009.86,45097,51.787061,-4.002397,-44,0,POWERON,202144,177408,55.0,-2.824573319247333,0.9669136729956609
05:33:19,1.14,74.7,1009.91,44855,51.787168,-4.002539,-44,0,POWERON,202108,177408,54.4,-2.8457102241286174,1.0568452440642186
05:39:06,1.12,74.7,1009.98,44952,51.787301,-4.002651,-42,0,POWERON,202148,177408,55.0,-2.8650483094519354,0.9669042661659121
05:44:06,1.11,74.7,1010.05,45000,51.787189,-4.002632,-42,0,POWERON,202148,177408,55.0,-2.8747173723809563,0.9669062929020802
05:49:06,1.09,74.69,1010.1,45293,51.787195,-4.002654,-43,0,POWERON,202148,177408,55.0,-2.895853588917743,1.0568108268393264
05:54:06,1.07,74.66,1010.12,45441,51.787206,-4.002617,-44,0,POWERON,202148,177408,55.0,-2.9205860544365474,1.2366232759402285
05:59:06,1.05,74.67,1010.16,45342,51.787155,-4.002603,-45,0,POWERON,202148,177408,55.0,-2.9381250467518303,0.8769496157641435
06:04:06,1.03,74.67,1010.17,45441,51.787165,-4.002582,-42,0,POWERON,202148,177408,55.0,-2.9574624868620703,0.9668720055119975
06:09:06,1.01,74.67,1010.2,45590,51.787155,-4.00252,-42,0,POWERON,202148,177408,55.0,-2.976799981090368,0.966874711414877
06:14:06,0.99,74.63,1010.24,45590,51.787217,-4.002571,-43,0,POWERON,202148,177408,55.0,-3.0033276444781607,1.3263831693896433
06:19:06,0.97,74.63,1010.29,45890,51.787284,-4.00288,-43,0,POWERON,202148,177408,55.0,-3.022664062201531,0.9668208861685059
06:24:06,0.95,74.63,1010.31,45840,51.787166,-4.002679,-43,0,POWERON,202148,177408,55.0,-3.0420005341379373,0.96682359682032
06:29:06,0.92,74.62,1010.33,45941,51.787103,-4.002562,-44,0,POWERON,202148,177408,55.0,-3.072802368905199,1.0267278255753975
06:34:07,0.9,74.63,1010.37,45689,51.787146,-4.00266,-45,0,POWERON,202116,177408,54.4,-3.0903419511624772,0.8769791128639063
06:39:53,0.88,74.62,1010.42,46093,51.787164,-4.002712,-43,0,POWERON,202148,177408,54.4,-3.1114750457123947,1.056654727495875
06:44:53,0.86,74.58,1010.47,45991,51.78721,-4.0026,-45,0,POWERON,202148,177408,54.4,-3.137998145014384,1.3261549650994675
06:49:53,0.83,74.58,1010.52,46195,51.787215,-4.00259,-42,0,POWERON,202148,177408,54.4,-3.167001099206239,0.9667651397285011
06:54:53,0.81,74.55,1010.58,46503,51.787161,-4.002537,-45,0,POWERON,202148,177408,54.4,-3.1917264981442557,1.2362699469008311
06:59:53,0.79,74.53,1010.65,46452,51.78718,-4.002687,-42,0,POWERON,202148,177408,54.4,-3.21465486134835,1.1464181602047085
07:04:53,0.76,74.53,1010.71,46659,51.787189,-4.002676,-44,0,POWERON,202148,177408,55.0,-3.243655878865575,0.9667005839075011
07:09:53,0.74,74.53,1010.76,46764,51.787165,-4.002631,-44,0,POWERON,202148,177408,54.4,-3.2629899586078492,0.9667039871137142
07:14:53,0.71,74.53,1010.8,46921,51.787218,-4.002629,-42,0,POWERON,202148,177408,54.4,-3.29199118031802,0.9667073903390232
07:19:53,0.69,74.49,1010.84,46607,51.787187,-4.002653,-44,0,POWERON,202148,177408,54.4,-3.3185096861732455,1.3259252927612752
07:24:53,0.66,74.47,1010.89,46869,51.787227,-4.002723,-42,0,POWERON,202148,177408,54.4,-3.3511018717791528,1.0864061868635786
07:29:53,0.66,74.67,1010.92,47080,51.787286,-4.002716,-38,0,POWERON,202148,177408,54.4,-3.315214890685077,inf
07:34:54,0.69,74.96,1010.98,46711,51.78716,-4.002478,-44,0,POWERON,202100,177408,54.4,-3.234309227027349,2.696855455257604
07:40:41,0.73,75.16,1011.04,46503,51.787057,-4.002258,-45,0,POWERON,202140,177408,54.4,-3.1599154317659446,1.8598448815351094
07:45:41,0.78,75.21,1011.06,46711,51.787344,-4.002898,-44,0,POWERON,202140,177408,54.4,-3.1026182305133183,1.1459440250525244
07:50:41,0.82,75.3,1011.09,46711,51.787149,-4.002464,-44,0,POWERON,202140,177408,55.0,-3.0478701654412723,1.3687016268011525
07:55:41,0.86,75.35,1011.1,46452,51.787165,-4.002518,-47,0,POWERON,202140,177408,54.4,-3.000250315407318,1.1904962508488592
08:00:41,0.92,75.6,1011.11,46297,51.787436,-4.002749,-55,0,POWERON,202140,177408,54.4,-2.897699340588979,1.7091829136389793
08:05:41,0.97,75.75,1011.14,46093,51.787335,-4.002566,-53,0,POWERON,202140,177408,55.0,-2.822651748655535,1.5009518386688845
08:10:41,1.02,75.95,1011.19,46042,51.78757,-4.002684,-47,0,POWERON,202140,177408,55.0,-2.738773156288521,1.6775718473402785
08:15:41,1.03,75.7,1011.25,45941,51.787545,-4.002862,-47,0,POWERON,202140,177408,54.4,-2.773421207835105,-3.4648051546584093
08:20:41,1.0,75.8,1011.34,45991,51.787234,-4.002868,-47,0,POWERON,202140,177408,54.4,-2.784727574832892,0.3768788999262359
08:25:41,0.96,75.86,1011.42,45941,51.7874,-4.002366,-47,0,POWERON,202140,177408,54.4,-2.812835508720451,0.7026983471889674
08:30:41,0.91,75.87,1011.49,46042,51.787261,-4.002804,-47,0,POWERON,202140,177408,55.0,-2.8594964815176898,0.9332194559447794
08:36:29,0.85,75.86,1011.53,45840,51.787229,-4.002602,-48,0,POWERON,202132,177408,54.4,-2.9193859241663302,0.9981573774773406
08:41:29,0.79,75.79,1011.57,45689,51.787296,-4.002715,-46,0,POWERON,202132,177408,54.4,-2.989894397301669,1.1751412189223127
08:46:29,0.74,75.79,1011.64,45840,51.78723,-4.00325,-47,0,POWERON,202132,177408,54.4,-3.0383221903641586,0.9685558612497926
08:51:29,0.69,75.74,1011.68,45689,51.787225,-4.002556,-48,0,POWERON,202132,177408,55.0,-3.0955987830234255,1.1455318531853365
08:56:29,0.65,75.73,1011.72,45890,51.787297,-4.002241,-47,0,POWERON,202132,177408,54.4,-3.1361083163496963,1.0127383331567728
09:01:29,0.61,75.68,1011.78,46042,51.787196,-4.002623,-47,0,POWERON,202132,177408,54.4,-3.1836965810923736,1.1897066185669314
09:06:29,0.57,75.67,1011.85,46349,51.787199,-4.002769,-47,0,POWERON,202132,177408,54.4,-3.2242030928765204,1.0126627946036684
09:11:29,0.53,75.62,1011.93,46452,51.787192,-4.002592,-47,0,POWERON,202132,177408,53.9,-3.2717886303921224,1.1896384378900526
09:16:29,0.5,75.59,1012.02,46452,51.787183,-4.002685,-47,0,POWERON,202132,177408,54.4,-3.3061495167687047,1.145362879219409
09:21:29,0.47,75.56,1012.11,46607,51.787187,-4.002599,-47,0,POWERON,202132,177408,54.4,-3.340509754270678,1.1453412500657705
09:26:29,0.45,75.55,1012.18,46764,51.787154,-4.002531,-46,0,POWERON,202132,177408,54.4,-3.36164547324784,1.0567859488580986
09:31:29,0.43,75.54,1012.27,46711,51.787244,-4.002646,-46,0,POWERON,202132,177408,54.4,-3.38278086661316,1.056769668265999
